0.0320997 -1.41123 
0.0321502 -1.40403 
0.0322039 -1.39683 
0.0322607 -1.38965 
0.0323205 -1.38247 
0.0323833 -1.3753 
0.0324489 -1.36814 
0.0325173 -1.36099 
0.0325885 -1.35386 
0.0326624 -1.34673 
0.0327388 -1.33962 
0.0328179 -1.33252 
0.0328995 -1.32543 
0.0329835 -1.31835 
0.03307 -1.31129 
0.0331588 -1.30425 
0.0332499 -1.29721 
0.0333433 -1.2902 
0.033439 -1.2832 
0.0335368 -1.27621 
0.0336368 -1.26924 
0.0337389 -1.26229 
0.0338431 -1.25535 
0.0339494 -1.24843 
0.0340577 -1.24153 
0.0341679 -1.23465 
0.0342801 -1.22778 
0.0343942 -1.22093 
0.0345102 -1.2141 
0.0346281 -1.20729 
0.0347478 -1.20049 
0.0348694 -1.19372 
0.0349927 -1.18696 
0.0351178 -1.18023 
0.0352447 -1.17351 
0.0353733 -1.16681 
0.0355036 -1.16013 
0.0356356 -1.15347 
0.0357692 -1.14683 
0.0359046 -1.14021 
0.0360415 -1.13362 
0.0361801 -1.12704 
0.0363203 -1.12048 
0.0364622 -1.11394 
0.0366055 -1.10742 
0.0367505 -1.10092 
0.036897 -1.09444 
0.0370451 -1.08798 
0.0371947 -1.08155 
0.0373458 -1.07513 
0.0374985 -1.06873 
0.0376527 -1.06236 
0.0378083 -1.056 
0.0379655 -1.04967 
0.0381241 -1.04335 
0.0382843 -1.03706 
0.0384459 -1.03079 
0.0386089 -1.02454 
0.0387735 -1.0183 
0.0389395 -1.01209 
0.0391069 -1.00591 
0.0392758 -0.999736 
0.0394462 -0.993588 
0.0396179 -0.98746 
0.0397912 -0.981354 
0.0399658 -0.975267 
0.0401419 -0.969202 
0.0403195 -0.963157 
0.0404984 -0.957133 
0.0406788 -0.951129 
0.0408607 -0.945146 
0.0410439 -0.939183 
0.0412286 -0.933241 
0.0414147 -0.92732 
0.0416023 -0.921418 
0.0417913 -0.915538 
0.0419817 -0.909677 
0.0421735 -0.903837 
0.0423668 -0.898017 
0.0425615 -0.892218 
0.0427577 -0.886438 
0.0429553 -0.880679 
0.0431544 -0.87494 
0.0433549 -0.869221 
0.0435568 -0.863522 
0.0437603 -0.857843 
0.0439651 -0.852184 
0.0441715 -0.846545 
0.0443793 -0.840926 
0.0445885 -0.835327 
0.0447993 -0.829747 
0.0450115 -0.824187 
0.0452252 -0.818647 
0.0454404 -0.813126 
0.0456571 -0.807625 
0.0458753 -0.802144 
0.0460951 -0.796681 
0.0463163 -0.791239 
0.046539 -0.785815 
0.0467633 -0.780411 
0.0469891 -0.775027 
0.0472164 -0.769661 
0.0474453 -0.764315 
0.0476758 -0.758988 
0.0479078 -0.753679 
0.0481414 -0.74839 
0.0483765 -0.74312 
0.0486132 -0.737869 
0.0488516 -0.732636 
0.0490915 -0.727423 
0.049333 -0.722228 
0.0495762 -0.717051 
0.0498209 -0.711894 
0.0500673 -0.706755 
0.0503154 -0.701635 
0.0505651 -0.696533 
0.0508164 -0.691449 
0.0510695 -0.686384 
0.0513242 -0.681338 
0.0515806 -0.67631 
0.0518386 -0.6713 
0.0520984 -0.666308 
0.05236 -0.661334 
0.0526232 -0.656379 
0.0528882 -0.651441 
0.0531549 -0.646522 
0.0534234 -0.641621 
0.0536937 -0.636738 
0.0539657 -0.631872 
0.0542396 -0.627025 
0.0545152 -0.622195 
0.0547927 -0.617383 
0.055072 -0.612589 
0.0553531 -0.607813 
0.0556361 -0.603054 
0.0559209 -0.598313 
0.0562076 -0.59359 
0.0564962 -0.588884 
0.0567867 -0.584196 
0.0570791 -0.579525 
0.0573734 -0.574872 
0.0576696 -0.570236 
0.0579678 -0.565618 
0.058268 -0.561017 
0.0585701 -0.556434 
0.0588742 -0.551868 
0.0591803 -0.547319 
0.0594885 -0.542787 
0.0597986 -0.538273 
0.0601108 -0.533776 
0.0604251 -0.529296 
0.0607414 -0.524834 
0.0610598 -0.520389 
0.0613802 -0.515961 
0.0617028 -0.51155 
0.0620275 -0.507156 
0.0623544 -0.502779 
0.0626834 -0.498419 
0.0630146 -0.494077 
0.0633479 -0.489752 
0.0636834 -0.485443 
0.0640212 -0.481152 
0.0643611 -0.476878 
0.0647033 -0.472621 
0.0650478 -0.468381 
0.0653945 -0.464158 
0.0657435 -0.459953 
0.0660948 -0.455764 
0.0664484 -0.451592 
0.0668044 -0.447438 
0.0671627 -0.4433 
0.0675233 -0.43918 
0.0678863 -0.435076 
0.0682518 -0.43099 
0.0686196 -0.426921 
0.0689898 -0.422869 
0.0693625 -0.418834 
0.0697376 -0.414817 
0.0701152 -0.410816 
0.0704953 -0.406833 
0.0708779 -0.402867 
0.071263 -0.398918 
0.0716506 -0.394987 
0.0720408 -0.391073 
0.0724336 -0.387176 
0.0728289 -0.383296 
0.0732268 -0.379434 
0.0736274 -0.37559 
0.0740305 -0.371762 
0.0744364 -0.367953 
0.0748449 -0.364161 
0.075256 -0.360386 
0.0756699 -0.356629 
0.0760864 -0.35289 
0.0765057 -0.349168 
0.0769278 -0.345465 
0.0773526 -0.341779 
0.0777801 -0.338111 
0.0782105 -0.334461 
0.0786437 -0.330829 
0.0790797 -0.327215 
0.0795185 -0.323619 
0.0799602 -0.320041 
0.0804047 -0.316482 
0.0808522 -0.312941 
0.0813025 -0.309418 
0.0817558 -0.305914 
0.082212 -0.302428 
0.0826711 -0.298962 
0.0831332 -0.295513 
0.0835983 -0.292084 
0.0840664 -0.288674 
0.0845375 -0.285282 
0.0850116 -0.28191 
0.0854887 -0.278556 
0.0859689 -0.275223 
0.0864521 -0.271908 
0.0869385 -0.268613 
0.0874279 -0.265338 
0.0879204 -0.262082 
0.0884161 -0.258846 
0.0889148 -0.25563 
0.0894167 -0.252434 
0.0899218 -0.249258 
0.0904301 -0.246103 
0.0909415 -0.242968 
0.0914561 -0.239853 
