0 0.208044 0.133711 0.101703 0.974876 0.153268 0.0906514 
0.01 0.208163 0.134602 0.096419 0.977594 0.153813 0.0910843 
0.02 0.208259 0.1355 0.0910719 0.980284 0.154355 0.0915217 
0.03 0.208332 0.136405 0.0856628 0.982946 0.154891 0.0919638 
0.04 0.208383 0.137317 0.080193 0.985579 0.155423 0.0924106 
0.05 0.20841 0.138236 0.0746635 0.988183 0.15595 0.092862 
0.06 0.208414 0.139161 0.0690758 0.990757 0.156472 0.0933181 
0.07 0.208395 0.140094 0.0634309 0.993302 0.156989 0.0937788 
0.08 0.208352 0.141034 0.0577302 0.995815 0.1575 0.0942444 
0.09 0.208286 0.14198 0.0519749 0.998297 0.158006 0.0947146 
0.1 0.208195 0.142934 0.0461666 1.00075 0.158506 0.0951897 
0.11 0.208082 0.143894 0.0403064 1.00316 0.159 0.0956695 
0.12 0.207944 0.144862 0.0343957 1.00555 0.159488 0.0961542 
0.13 0.207782 0.145836 0.0284361 1.0079 0.159969 0.0966437 
0.14 0.207597 0.146818 0.0224288 1.01022 0.160444 0.097138 
0.15 0.207387 0.147806 0.0163755 1.0125 0.160912 0.0976373 
0.16 0.207154 0.148802 0.0102774 1.01474 0.161373 0.0981414 
0.17 0.206896 0.149804 0.00413618 1.01695 0.161828 0.0986505 
0.18 0.206615 0.150813 -0.00204676 1.01913 0.162275 0.0991645 
0.19 0.20631 0.151829 -0.0082699 1.02126 0.162714 0.0996835 
0.2 0.205981 0.152852 -0.0145317 1.02336 0.163146 0.100207 
0.21 0.205628 0.153882 -0.0208306 1.02542 0.163571 0.100736 
0.22 0.205252 0.154918 -0.0271652 1.02744 0.163988 0.10127 
0.23 0.204852 0.155962 -0.0335338 1.02942 0.164396 0.101809 
0.24 0.204429 0.157012 -0.0399349 1.03136 0.164797 0.102353 
0.25 0.203982 0.158068 -0.046367 1.03326 0.165189 0.102903 
0.26 0.203513 0.159132 -0.0528285 1.03511 0.165572 0.103457 
0.27 0.20302 0.160202 -0.0593178 1.03693 0.165947 0.104016 
0.28 0.202505 0.161278 -0.0658335 1.0387 0.166314 0.10458 
0.29 0.201967 0.162361 -0.0723739 1.04042 0.166671 0.10515 
0.3 0.201406 0.163451 -0.0789375 1.0421 0.16702 0.105725 
0.31 0.200824 0.164546 -0.0855228 1.04374 0.167359 0.106304 
0.32 0.200219 0.165648 -0.0921282 1.04533 0.167689 0.10689 
0.33 0.199593 0.166756 -0.0987523 1.04687 0.16801 0.10748 
0.34 0.198946 0.167871 -0.105393 1.04836 0.168321 0.108075 
0.35 0.198277 0.168991 -0.11205 1.04981 0.168622 0.108676 
0.36 0.197588 0.170117 -0.118721 1.0512 0.168914 0.109281 
0.37 0.196878 0.171249 -0.125405 1.05255 0.169195 0.109892 
0.38 0.196148 0.172387 -0.1321 1.05384 0.169467 0.110508 
0.39 0.195397 0.17353 -0.138805 1.05508 0.169729 0.11113 
0.4 0.194628 0.174679 -0.145518 1.05627 0.169981 0.111757 
0.41 0.193839 0.175833 -0.152238 1.0574 0.170222 0.112388 
0.42 0.193031 0.176993 -0.158964 1.05848 0.170453 0.113025 
0.43 0.192205 0.178157 -0.165694 1.0595 0.170673 0.113668 
0.44 0.191361 0.179327 -0.172427 1.06047 0.170883 0.114315 
0.45 0.190499 0.180501 -0.179162 1.06138 0.171083 0.114968 
0.46 0.18962 0.181679 -0.185897 1.06223 0.171272 0.115626 
0.47 0.188724 0.182863 -0.192631 1.06302 0.17145 0.116289 
0.48 0.187811 0.18405 -0.199364 1.06375 0.171617 0.116957 
0.49 0.186882 0.185242 -0.206093 1.06442 0.171774 0.117631 
0.5 0.185938 0.186437 -0.212817 1.06502 0.171919 0.11831 
0.51 0.184978 0.187636 -0.219536 1.06556 0.172054 0.118993 
0.52 0.184004 0.188839 -0.226249 1.06604 0.172178 0.119682 
0.53 0.183015 0.190045 -0.232953 1.06645 0.172291 0.120377 
0.54 0.182012 0.191254 -0.239649 1.06679 0.172392 0.121076 
0.55 0.180996 0.192466 -0.246335 1.06707 0.172483 0.12178 
0.56 0.179967 0.19368 -0.253011 1.06728 0.172563 0.122489 
0.57 0.178925 0.194897 -0.259674 1.06741 0.172631 0.123204 
0.58 0.177871 0.196116 -0.266325 1.06748 0.172688 0.123923 
0.59 0.176806 0.197336 -0.272963 1.06747 0.172735 0.124648 
0.6 0.175729 0.198558 -0.279586 1.06739 0.17277 0.125377 
0.61 0.174642 0.199781 -0.286194 1.06724 0.172794 0.126111 
0.62 0.173544 0.201005 -0.292785 1.067 0.172807 0.12685 
0.63 0.172437 0.202229 -0.29936 1.06669 0.172809 0.127594 
0.64 0.17132 0.203454 -0.305918 1.06631 0.172799 0.128343 
0.65 0.170195 0.204679 -0.312457 1.06584 0.172779 0.129097 
0.66 0.169061 0.205903 -0.318977 1.06529 0.172748 0.129855 
0.67 0.167919 0.207126 -0.325478 1.06466 0.172705 0.130618 
0.68 0.166769 0.208348 -0.331958 1.06394 0.172652 0.131385 
0.69 0.165613 0.209569 -0.338418 1.06314 0.172588 0.132157 
0.7 0.16445 0.210787 -0.344856 1.06225 0.172513 0.132933 
0.71 0.163281 0.212003 -0.351272 1.06128 0.172426 0.133714 
0.72 0.162107 0.213217 -0.357666 1.06022 0.17233 0.134499 
0.73 0.160927 0.214427 -0.364037 1.05906 0.172222 0.135288 
0.74 0.159742 0.215633 -0.370384 1.05782 0.172104 0.136082 
0.75 0.158553 0.216835 -0.376708 1.05648 0.171975 0.136879 
0.76 0.15736 0.218033 -0.383008 1.05505 0.171835 0.137681 
0.77 0.156164 0.219225 -0.389283 1.05352 0.171685 0.138486 
0.78 0.154965 0.220412 -0.395533 1.0519 0.171525 0.139295 
0.79 0.153763 0.221592 -0.401757 1.05018 0.171354 0.140108 
0.8 0.152559 0.222766 -0.407957 1.04836 0.171173 0.140925 
0.81 0.151353 0.223933 -0.41413 1.04643 0.170982 0.141745 
0.82 0.150145 0.225092 -0.420276 1.04441 0.170781 0.142569 
0.83 0.148937 0.226242 -0.426397 1.04228 0.170569 0.143396 
0.84 0.147728 0.227384 -0.43249 1.04005 0.170348 0.144226 
0.85 0.146518 0.228516 -0.438557 1.03772 0.170117 0.145059 
0.86 0.145309 0.229638 -0.444597 1.03527 0.169876 0.145895 
0.87 0.1441 0.23075 -0.450609 1.03272 0.169626 0.146734 
0.88 0.142893 0.23185 -0.456593 1.03006 0.169366 0.147575 
0.89 0.141686 0.232938 -0.46255 1.02729 0.169096 0.148419 
0.9 0.140481 0.234014 -0.468478 1.02441 0.168817 0.149265 
0.91 0.139278 0.235076 -0.474379 1.02141 0.168529 0.150114 
0.92 0.138077 0.236125 -0.480251 1.0183 0.168232 0.150965 
0.93 0.136878 0.237159 -0.486095 1.01508 0.167926 0.151817 
0.94 0.135683 0.238178 -0.491911 1.01174 0.167611 0.152671 
0.95 0.13449 0.23918 -0.497698 1.00828 0.167288 0.153527 
0.96 0.133301 0.240166 -0.503456 1.00471 0.166956 0.154384 
0.97 0.132116 0.241135 -0.509185 1.00102 0.166615 0.155243 
0.98 0.130935 0.242086 -0.514886 0.997205 0.166266 0.156102 
0.99 0.129758 0.243018 -0.520557 0.993274 0.165908 0.156962 
1 0.128586 0.24393 -0.526199 0.989222 0.165543 0.157823 
1.01 0.127419 0.244822 -0.531812 0.985048 0.165169 0.158684 
1.02 0.126256 0.245693 -0.537395 0.980753 0.164788 0.159546 
1.03 0.1251 0.246543 -0.542949 0.976336 0.164399 0.160407 
1.04 0.123948 0.24737 -0.548473 0.971795 0.164002 0.161269 
1.05 0.122803 0.248173 -0.553968 0.967131 0.163598 0.162129 
1.06 0.121663 0.248953 -0.559433 0.962344 0.163186 0.162989 
1.07 0.12053 0.249708 -0.564868 0.957433 0.162767 0.163848 
1.08 0.119404 0.250437 -0.570273 0.952397 0.162341 0.164706 
1.09 0.118284 0.251141 -0.575648 0.947238 0.161908 0.165563 
1.1 0.117171 0.251817 -0.580993 0.941954 0.161469 0.166418 
1.11 0.116065 0.252466 -0.586307 0.936547 0.161022 0.167271 
1.12 0.114966 0.253086 -0.591591 0.931015 0.16057 0.168122 
1.13 0.113874 0.253677 -0.596845 0.92536 0.16011 0.16897 
1.14 0.112791 0.254238 -0.602067 0.919581 0.159645 0.169816 
1.15 0.111714 0.254769 -0.607259 0.91368 0.159173 0.170658 
1.16 0.110646 0.255268 -0.612419 0.907656 0.158696 0.171498 
1.17 0.109586 0.255735 -0.617549 0.90151 0.158212 0.172334 
1.18 0.108534 0.25617 -0.622647 0.895243 0.157723 0.173166 
1.19 0.10749 0.256572 -0.627713 0.888856 0.157229 0.173994 
1.2 0.106455 0.256939 -0.632747 0.88235 0.156729 0.174817 
1.21 0.105429 0.257272 -0.63775 0.875726 0.156223 0.175636 
1.22 0.104411 0.25757 -0.64272 0.868984 0.155713 0.17645 
1.23 0.103401 0.257832 -0.647657 0.862127 0.155197 0.177258 
1.24 0.102401 0.258058 -0.652562 0.855154 0.154677 0.178061 
1.25 0.101409 0.258246 -0.657434 0.848069 0.154152 0.178858 
1.26 0.100427 0.258398 -0.662272 0.840872 0.153622 0.179649 
1.27 0.0994538 0.258511 -0.667077 0.833565 0.153088 0.180433 
1.28 0.0984897 0.258587 -0.671849 0.826149 0.15255 0.18121 
1.29 0.097535 0.258623 -0.676586 0.818628 0.152007 0.181981 
1.3 0.0965896 0.25862 -0.681288 0.811001 0.15146 0.182743 
1.31 0.0956536 0.258577 -0.685956 0.803272 0.150909 0.183498 
1.32 0.094727 0.258495 -0.690589 0.795443 0.150355 0.184245 
1.33 0.09381 0.258372 -0.695186 0.787516 0.149797 0.184983 
1.34 0.0929026 0.258209 -0.699747 0.779493 0.149235 0.185712 
1.35 0.0920047 0.258004 -0.704272 0.771377 0.14867 0.186433 
1.36 0.0911165 0.257759 -0.70876 0.76317 0.148102 0.187144 
1.37 0.090238 0.257472 -0.713212 0.754874 0.147531 0.187845 
1.38 0.0893692 0.257144 -0.717626 0.746493 0.146956 0.188536 
1.39 0.0885101 0.256775 -0.722002 0.73803 0.146379 0.189217 
1.4 0.0876608 0.256363 -0.72634 0.729486 0.145799 0.189887 
1.41 0.0868212 0.255911 -0.730639 0.720866 0.145216 0.190546 
1.42 0.0859914 0.255416 -0.734899 0.712171 0.144631 0.191194 
1.43 0.0851713 0.25488 -0.73912 0.703406 0.144043 0.191831 
1.44 0.0843611 0.254302 -0.7433 0.694573 0.143454 0.192455 
1.45 0.0835606 0.253683 -0.74744 0.685675 0.142862 0.193068 
1.46 0.08277 0.253022 -0.751539 0.676716 0.142268 0.193667 
1.47 0.0819891 0.252321 -0.755596 0.667699 0.141672 0.194255 
1.48 0.0812179 0.251579 -0.759612 0.658627 0.141074 0.194829 
