0.99 0.245266 -0.558517 
1 0.242549 -0.546944 
1.01 0.239928 -0.535634 
1.02 0.237398 -0.52458 
1.03 0.234956 -0.513773 
1.04 0.232598 -0.503204 
1.05 0.230322 -0.492865 
1.06 0.228124 -0.48275 
1.07 0.226001 -0.47285 
1.08 0.22395 -0.463158 
1.09 0.221969 -0.453667 
1.1 0.220056 -0.444371 
1.11 0.218207 -0.435263 
1.12 0.21642 -0.426337 
1.13 0.214694 -0.417587 
1.14 0.213025 -0.409007 
1.15 0.211414 -0.400592 
1.16 0.209856 -0.392336 
1.17 0.208351 -0.384234 
1.18 0.206896 -0.37628 
1.19 0.205491 -0.368471 
1.2 0.204133 -0.3608 
1.21 0.202821 -0.353264 
1.22 0.201554 -0.345859 
1.23 0.20033 -0.338579 
1.24 0.199147 -0.33142 
1.25 0.198006 -0.32438 
1.26 0.196904 -0.317453 
1.27 0.19584 -0.310635 
1.28 0.194813 -0.303924 
1.29 0.193822 -0.297316 
1.3 0.192867 -0.290806 
1.31 0.191946 -0.284392 
1.32 0.191057 -0.278071 
1.33 0.190202 -0.271839 
1.34 0.189377 -0.265693 
1.35 0.188583 -0.25963 
1.36 0.18782 -0.253647 
1.37 0.187085 -0.247741 
1.38 0.186379 -0.24191 
1.39 0.1857 -0.236151 
1.4 0.185049 -0.230461 
1.41 0.184423 -0.224837 
1.42 0.183824 -0.219278 
1.43 0.18325 -0.21378 
1.44 0.182701 -0.208342 
1.45 0.182176 -0.20296 
1.46 0.181674 -0.197633 
1.47 0.181196 -0.192358 
1.48 0.18074 -0.187134 
1.49 0.180307 -0.181957 
1.5 0.179895 -0.176827 
1.51 0.179505 -0.17174 
1.52 0.179136 -0.166696 
1.53 0.178787 -0.161691 
1.54 0.178459 -0.156724 
1.55 0.17815 -0.151794 
1.56 0.177862 -0.146898 
1.57 0.177592 -0.142034 
1.58 0.177342 -0.137201 
1.59 0.17711 -0.132396 
1.6 0.176897 -0.127619 
1.61 0.176702 -0.122868 
1.62 0.176524 -0.11814 
1.63 0.176365 -0.113434 
1.64 0.176223 -0.108749 
1.65 0.176098 -0.104082 
1.66 0.175991 -0.0994331 
1.67 0.1759 -0.0947997 
1.68 0.175826 -0.0901803 
1.69 0.175769 -0.0855736 
1.7 0.175728 -0.0809779 
1.71 0.175704 -0.0763918 
1.72 0.175696 -0.0718137 
1.73 0.175704 -0.0672423 
1.74 0.175727 -0.0626759 
1.75 0.175767 -0.0581133 
1.76 0.175823 -0.0535528 
1.77 0.175894 -0.048993 
1.78 0.17598 -0.0444326 
1.79 0.176083 -0.03987 
1.8 0.176201 -0.0353039 
1.81 0.176334 -0.0307328 
1.82 0.176483 -0.0261553 
1.83 0.176648 -0.02157 
1.84 0.176828 -0.0169755 
1.85 0.177023 -0.0123704 
1.86 0.177234 -0.00775312 
1.87 0.17746 -0.00312239 
1.88 0.177702 0.00152325 
1.89 0.177959 0.00618524 
1.9 0.178232 0.010865 
1.91 0.17852 0.015564 
1.92 0.178825 0.0202836 
1.93 0.179145 0.0250254 
1.94 0.179481 0.0297907 
1.95 0.179833 0.0345811 
1.96 0.180201 0.0393981 
1.97 0.180585 0.044243 
1.98 0.180986 0.0491176 
1.99 0.181403 0.0540232 
2 0.181836 0.0589614 
2.01 0.182287 0.0639338 
2.02 0.182754 0.068942 
2.03 0.183239 0.0739875 
2.04 0.18374 0.079072 
2.05 0.18426 0.0841972 
2.06 0.184797 0.0893645 
2.07 0.185352 0.0945759 
2.08 0.185925 0.0998329 
2.09 0.186517 0.105137 
2.1 0.187127 0.110491 
2.11 0.187757 0.115896 
2.12 0.188406 0.121353 
2.13 0.189074 0.126865 
2.14 0.189763 0.132434 
2.15 0.190471 0.138061 
2.16 0.191201 0.143749 
2.17 0.191951 0.149499 
2.18 0.192723 0.155314 
2.19 0.193517 0.161195 
2.2 0.194332 0.167145 
2.21 0.195171 0.173166 
2.22 0.196033 0.179261 
2.23 0.196919 0.185431 
2.24 0.197828 0.191679 
2.25 0.198763 0.198007 
2.26 0.199722 0.204418 
2.27 0.200708 0.210914 
2.28 0.20172 0.217499 
2.29 0.202759 0.224173 
2.3 0.203826 0.230941 
2.31 0.204922 0.237806 
2.32 0.206046 0.244769 
2.33 0.207201 0.251834 
2.34 0.208386 0.259004 
2.35 0.209603 0.266282 
2.36 0.210852 0.273672 
2.37 0.212134 0.281176 
2.38 0.213451 0.288798 
2.39 0.214803 0.296542 
2.4 0.216191 0.304411 
2.41 0.217616 0.312409 
2.42 0.219079 0.320539 
2.43 0.220582 0.328807 
2.44 0.222126 0.337215 
2.45 0.223712 0.345768 
2.46 0.225341 0.354471 
2.47 0.227014 0.363328 
2.48 0.228734 0.372343 
2.49 0.230502 0.381522 
2.5 0.232318 0.390868 
2.51 0.234186 0.400389 
2.52 0.236106 0.410088 
2.53 0.23808 0.419972 
2.54 0.240111 0.430045 
2.55 0.2422 0.440314 
2.56 0.24435 0.450785 
2.57 0.246562 0.461465 
2.58 0.248839 0.472359 
2.59 0.251184 0.483475 
2.6 0.253598 0.494819 
2.61 0.256085 0.506399 
2.62 0.258648 0.518223 
2.63 0.261288 0.530297 
2.64 0.264011 0.542631 
2.65 0.266818 0.555233 
2.66 0.269713 0.56811 
2.67 0.2727 0.581274 
2.68 0.275783 0.594732 
2.69 0.278966 0.608495 
2.7 0.282253 0.622573 
2.71 0.285648 0.636975 
2.72 0.289157 0.651715 
2.73 0.292784 0.666801 
2.74 0.296536 0.682247 
2.75 0.300416 0.698064 
2.76 0.304433 0.714266 
2.77 0.308591 0.730865 
2.78 0.312898 0.747874 
2.79 0.31736 0.76531 
2.8 0.321986 0.783185 
2.81 0.326784 0.801515 
2.82 0.331762 0.820316 
2.83 0.336929 0.839605 
2.84 0.342295 0.859398 
2.85 0.347871 0.879714 
2.86 0.353667 0.900569 
2.87 0.359695 0.921984 
2.88 0.365969 0.943977 
2.89 0.372501 0.966569 
2.9 0.379305 0.98978 
2.91 0.386399 1.01363 
2.92 0.393796 1.03814 
2.93 0.401517 1.06334 
2.94 0.409579 1.08925 
2.95 0.418002 1.11588 
2.96 0.42681 1.14327 
2.97 0.436024 1.17143 
2.98 0.445671 1.2004 
2.99 0.455777 1.23019 
3 0.466372 1.26083 
3.01 0.477488 1.29233 
3.02 0.489157 1.32473 
3.03 0.501417 1.35804 
3.04 0.514307 1.39227 
3.05 0.527869 1.42746 
3.06 0.54215 1.4636 
3.07 0.557199 1.50071 
3.08 0.573069 1.5388 
3.09 0.589818 1.57786 
3.1 0.607508 1.61788 
3.11 0.626206 1.65885 
3.12 0.645984 1.70075 
3.13 0.666921 1.74352 
3.14 0.689099 1.78711 
3.15 0.712609 1.83145 
3.16 0.737545 1.87644 
3.17 0.764012 1.92196 
3.18 0.792116 1.96784 
3.19 0.821974 2.0139 
3.2 0.853706 2.0599 
3.21 0.887439 2.10554 
3.22 0.923302 2.15047 
3.23 0.961428 2.19426 
3.24 1.00195 2.2364 
3.25 1.045 2.2763 
3.26 1.09069 2.31322 
3.27 1.13913 2.34633 
